month,state,permit,handgun,long_gun,other,Total Sales,Year,Month
2020-10,Arizona,8991,24964,12288,1951,39203,2020,Oct
2020-10,Arkansas,5108,8931,9386,567,18884,2020,Oct
2020-10,California,36719,65376,40286,8319,113981,2020,Oct
2020-10,Colorado,11161,25802,17699,2102,45603,2020,Oct
2020-10,Connecticut,9785,6821,2764,1785,11370,2020,Oct
2020-10,Delaware,437,3951,2489,188,6628,2020,Oct
2020-10,District of Columbia,1004,470,11,0,481,2020,Oct
2020-10,Florida,43802,83816,32346,5782,121944,2020,Oct
2020-10,Georgia,31924,26383,14710,1145,42238,2020,Oct
2020-10,Guam,0,221,88,32,341,2020,Oct
2020-10,Hawaii,2110,0,0,0,0,2020,Oct
2020-10,Idaho,6684,7439,8153,613,16205,2020,Oct
2020-10,Illinois,27352,28277,14905,0,43182,2020,Oct
2020-10,Indiana,1186,27979,18181,2216,48376,2020,Oct
2020-10,Iowa,10952,218,4151,50,4419,2020,Oct
2020-10,Kansas,949,8659,7551,814,17024,2020,Oct
2020-10,Kentucky,1912,15816,12804,763,29383,2020,Oct
2020-10,Louisiana,2935,15180,13153,1312,29645,2020,Oct
2020-10,Maine,663,5087,8215,375,13677,2020,Oct
2020-10,Mariana Islands,0,15,12,1,28,2020,Oct
2020-10,Maryland,12233,10843,9873,159,20875,2020,Oct
2020-10,Massachusetts,13309,8354,4364,1112,13830,2020,Oct
2020-10,Michigan,30855,34940,28266,2745,65951,2020,Oct
2020-10,Minnesota,30213,16941,20404,1317,38662,2020,Oct
2020-10,Mississippi,3173,10982,10229,655,21866,2020,Oct
2020-10,Missouri,4294,25340,22636,2386,50362,2020,Oct
2020-10,Montana,2158,4429,7087,374,11890,2020,Oct
2020-10,Nebraska,5648,234,2960,30,3224,2020,Oct
2020-10,Nevada,4677,8764,3693,496,12953,2020,Oct
2020-10,New Hampshire,1919,7906,5243,177,13326,2020,Oct
2020-10,New Jersey,0,13275,7171,851,21297,2020,Oct
2020-10,New Mexico,1708,7814,5189,674,13677,2020,Oct
2020-10,New York,4243,10541,28281,3588,42410,2020,Oct
2020-10,North Carolina,51717,2421,21403,1663,25487,2020,Oct
2020-10,North Dakota,638,2326,4589,158,7073,2020,Oct
2020-10,Ohio,21228,35332,23048,1962,60342,2020,Oct
2020-10,Oklahoma,2401,14860,11904,1513,28277,2020,Oct
2020-10,Oregon,6760,22277,14255,0,36532,2020,Oct
2020-10,Pennsylvania,41227,73607,29581,45,103233,2020,Oct
2020-10,Puerto Rico,0,3714,252,65,4031,2020,Oct
2020-10,Rhode Island,0,2143,1359,143,3645,2020,Oct
2020-10,South Carolina,15855,17032,10168,1035,28235,2020,Oct
2020-10,South Dakota,847,3537,6336,243,10116,2020,Oct
2020-10,Tennessee,13850,33275,22568,1973,57816,2020,Oct
2020-10,Texas,57784,72591,44620,5042,122253,2020,Oct
2020-10,Utah,19408,7356,6378,590,14324,2020,Oct
2020-10,Vermont,0,2139,2723,176,5038,2020,Oct
2020-10,Virgin Islands,71,37,4,0,41,2020,Oct
2020-10,Virginia,1082,37867,22986,4606,65459,2020,Oct
2020-10,Washington,20254,26765,17191,4170,48126,2020,Oct
2020-10,West Virginia,3080,6934,8559,398,15891,2020,Oct
2020-10,Wisconsin,23899,26028,19720,1353,47101,2020,Oct
2020-10,Wyoming,955,2616,3207,210,6033,2020,Oct
2020-09,Alabama,33228,23455,17369,1633,42457,2020,Sep
2020-09,Alaska,388,3275,3333,345,6953,2020,Sep
2020-09,Arizona,8786,23996,12094,1963,38053,2020,Sep
2020-09,Arkansas,3686,9214,8003,505,17722,2020,Sep
2020-09,California,32998,61258,36638,7815,105711,2020,Sep
2020-09,Colorado,10309,24260,15873,1919,42052,2020,Sep
2020-09,Connecticut,9845,6101,2284,1443,9828,2020,Sep
2020-09,Delaware,470,3501,1909,176,5586,2020,Sep
2020-09,District of Columbia,901,531,11,0,542,2020,Sep
2020-09,Florida,34496,76685,29317,5523,111525,2020,Sep
2020-09,Georgia,30356,24175,12797,1112,38084,2020,Sep
2020-09,Guam,0,150,54,35,239,2020,Sep
2020-09,Hawaii,1534,0,0,0,0,2020,Sep
2020-09,Idaho,6034,7297,7426,629,15352,2020,Sep
2020-09,Illinois,33632,27645,13848,0,41493,2020,Sep
2020-09,Indiana,1254,26530,15978,1955,44463,2020,Sep
2020-09,Iowa,9649,227,3541,56,3824,2020,Sep
2020-09,Kansas,1382,7897,6489,662,15048,2020,Sep
2020-09,Kentucky,2039,16006,10674,715,27395,2020,Sep
2020-09,Louisiana,1677,15581,12661,1283,29525,2020,Sep
2020-09,Maine,912,4758,6249,373,11380,2020,Sep
2020-09,Mariana Islands,0,14,11,2,27,2020,Sep
2020-09,Maryland,11938,9575,8547,282,18404,2020,Sep
2020-09,Massachusetts,14163,6889,3754,878,11521,2020,Sep
2020-09,Michigan,29269,32590,25496,2391,60477,2020,Sep
2020-09,Minnesota,28892,16169,19127,1292,36588,2020,Sep
2020-09,Mississippi,2947,10668,8825,651,20144,2020,Sep
2020-09,Missouri,4316,24614,17708,2216,44538,2020,Sep
2020-09,Montana,2032,4903,6148,319,11370,2020,Sep
2020-09,Nebraska,6383,127,2362,23,2512,2020,Sep
2020-09,Nevada,2018,8773,3700,505,12978,2020,Sep
2020-09,New Hampshire,1719,6974,4420,189,11583,2020,Sep
2020-09,New Jersey,0,12591,7274,735,20600,2020,Sep
2020-09,New Mexico,1021,7960,5067,709,13736,2020,Sep
2020-09,New York,3389,9928,25663,3370,38961,2020,Sep
2020-09,North Carolina,47822,2274,19325,1531,23130,2020,Sep
2020-09,North Dakota,676,2339,3879,134,6352,2020,Sep
2020-09,Ohio,19438,32432,19759,1717,53908,2020,Sep
2020-09,Oklahoma,2714,14820,11176,1500,27496,2020,Sep
2020-09,Oregon,5494,20804,13091,0,33895,2020,Sep
2020-09,Pennsylvania,39823,68109,25277,46,93432,2020,Sep
2020-09,Puerto Rico,0,2560,261,64,2885,2020,Sep
2020-09,Rhode Island,0,2001,1165,133,3299,2020,Sep
2020-09,South Carolina,13912,14993,9264,915,25172,2020,Sep
2020-09,South Dakota,858,3588,4621,200,8409,2020,Sep
2020-09,Tennessee,13713,31341,19732,1661,52734,2020,Sep
2020-09,Texas,46746,68804,46463,4888,120155,2020,Sep
2020-09,Utah,18425,6762,5896,529,13187,2020,Sep
2020-09,Vermont,0,1973,2380,147,4500,2020,Sep
2020-09,Virgin Islands,51,34,1,0,35,2020,Sep
2020-09,Virginia,1087,31327,19565,4105,54997,2020,Sep
2020-09,Washington,18816,26363,15035,4062,45460,2020,Sep
2020-09,West Virginia,3242,6635,7065,380,14080,2020,Sep
2020-09,Wisconsin,21724,25970,17806,1448,45224,2020,Sep
2020-09,Wyoming,734,2722,3247,186,6155,2020,Sep
2020-08,Alabama,35838,26449,16913,1943,45305,2020,Aug
2020-08,Alaska,143,4088,4113,404,8605,2020,Aug
2020-08,Arizona,9377,25375,12472,2233,40080,2020,Aug
2020-08,Arkansas,3266,9821,7421,619,17861,2020,Aug
2020-08,California,33056,65196,38505,8409,112110,2020,Aug
2020-08,Colorado,11194,25765,16476,1948,44189,2020,Aug
2020-08,Connecticut,7600,5952,2014,1616,9582,2020,Aug
2020-08,Delaware,493,3402,1919,181,5502,2020,Aug
2020-08,District of Columbia,936,550,5,0,555,2020,Aug
2020-08,Florida,35826,85345,30914,6509,122768,2020,Aug
2020-08,Georgia,32131,26176,12198,1349,39723,2020,Aug
2020-08,Guam,0,151,39,57,247,2020,Aug
2020-08,Hawaii,1622,0,0,0,0,2020,Aug
2020-08,Idaho,3555,7860,6811,620,15291,2020,Aug
2020-08,Illinois,39261,28864,13330,0,42194,2020,Aug
2020-08,Indiana,1199,28843,16235,2226,47304,2020,Aug
2020-08,Iowa,8567,242,3223,54,3519,2020,Aug
2020-08,Kansas,1491,8851,6423,781,16055,2020,Aug
2020-08,Kentucky,2318,18531,10985,842,30358,2020,Aug
2020-08,Louisiana,1879,16826,10171,1568,28565,2020,Aug
2020-08,Maine,563,4734,4555,361,9650,2020,Aug
2020-08,Mariana Islands,0,9,6,1,16,2020,Aug
2020-08,Maryland,10133,8270,7807,248,16325,2020,Aug
2020-08,Massachusetts,12657,6756,3557,748,11061,2020,Aug
2020-08,Michigan,28773,35892,23104,2709,61705,2020,Aug
2020-08,Minnesota,26910,17297,15193,1311,33801,2020,Aug
2020-08,Mississippi,2773,15129,10518,928,26575,2020,Aug
2020-08,Missouri,4203,26351,17461,2343,46155,2020,Aug
2020-08,Montana,1928,5066,5441,340,10847,2020,Aug
2020-08,Nebraska,5990,140,2280,32,2452,2020,Aug
2020-08,Nevada,4578,9541,3884,575,14000,2020,Aug
2020-08,New Hampshire,1635,6952,4034,213,11199,2020,Aug
2020-08,New Jersey,0,10002,6258,518,16778,2020,Aug
2020-08,New Mexico,822,8580,5360,780,14720,2020,Aug
2020-08,New York,3065,10163,22460,3426,36049,2020,Aug
2020-08,North Carolina,51670,2534,18885,1603,23022,2020,Aug
2020-08,North Dakota,666,2503,3428,164,6095,2020,Aug
2020-08,Ohio,18116,37224,19937,2099,59260,2020,Aug
2020-08,Oklahoma,2784,15728,10666,1672,28066,2020,Aug
2020-08,Oregon,5793,21080,12694,0,33774,2020,Aug
2020-08,Pennsylvania,36025,69325,24361,37,93723,2020,Aug
2020-08,Puerto Rico,0,2441,250,73,2764,2020,Aug
2020-08,Rhode Island,0,1842,1081,125,3048,2020,Aug
2020-08,South Carolina,11598,17111,9137,1043,27291,2020,Aug
2020-08,South Dakota,824,3700,4105,235,8040,2020,Aug
2020-08,Tennessee,11438,35007,21069,1837,57913,2020,Aug
2020-08,Texas,50347,77807,43770,5975,127552,2020,Aug
2020-08,Utah,20777,6483,5303,581,12367,2020,Aug
2020-08,Vermont,0,2128,1898,183,4209,2020,Aug
2020-08,Virgin Islands,37,22,2,1,25,2020,Aug
2020-08,Virginia,900,36314,20016,4525,60855,2020,Aug
2020-08,Washington,16546,28536,14497,4259,47292,2020,Aug
2020-08,West Virginia,3176,7487,6958,455,14900,2020,Aug
2020-08,Wisconsin,18816,28102,15908,1485,45495,2020,Aug
2020-08,Wyoming,522,3080,3188,220,6488,2020,Aug
2020-07,Alabama,48126,34909,17250,2498,54657,2020,Jul
2020-07,Alaska,69,4949,3779,435,9163,2020,Jul
2020-07,Arizona,9402,31040,12361,2411,45812,2020,Jul
2020-07,Arkansas,4292,12391,7322,738,20451,2020,Jul
2020-07,California,35097,67672,38618,7530,113820,2020,Jul
2020-07,Colorado,11124,29171,15184,2077,46432,2020,Jul
2020-07,Connecticut,8500,6815,2062,1791,10668,2020,Jul
2020-07,Delaware,445,4034,1840,249,6123,2020,Jul
2020-07,District of Columbia,575,296,11,0,307,2020,Jul
2020-07,Florida,33826,106745,33102,7751,147598,2020,Jul
2020-07,Georgia,37840,38413,13344,1700,53457,2020,Jul
2020-07,Guam,0,227,85,54,366,2020,Jul
2020-07,Hawaii,1840,0,0,0,0,2020,Jul
2020-07,Idaho,6450,8813,6337,752,15902,2020,Jul
2020-07,Illinois,42167,31853,12250,0,44103,2020,Jul
2020-07,Indiana,1117,32970,15066,2395,50431,2020,Jul
2020-07,Iowa,11431,248,2685,45,2978,2020,Jul
2020-07,Kansas,2125,10300,6071,833,17204,2020,Jul
2020-07,Kentucky,1481,20962,10578,947,32487,2020,Jul
2020-07,Louisiana,1932,24074,11374,1980,37428,2020,Jul
2020-07,Maine,664,5163,4049,398,9610,2020,Jul
2020-07,Mariana Islands,0,13,6,1,20,2020,Jul
2020-07,Maryland,9374,7905,8023,347,16275,2020,Jul
2020-07,Massachusetts,13334,6238,3114,730,10082,2020,Jul
2020-07,Michigan,28959,44270,21710,2909,68889,2020,Jul
2020-07,Minnesota,27663,17856,11371,1397,30624,2020,Jul
2020-07,Mississippi,3486,19196,8971,1119,29286,2020,Jul
2020-07,Missouri,5289,31991,17146,2753,51890,2020,Jul
2020-07,Montana,1971,5472,4926,339,10737,2020,Jul
2020-07,Nebraska,6481,135,1929,34,2098,2020,Jul
2020-07,Nevada,3978,11920,3949,658,16527,2020,Jul
2020-07,New Hampshire,1666,7918,3788,213,11919,2020,Jul
2020-07,New Jersey,0,7656,6172,448,14276,2020,Jul
2020-07,New Mexico,195,10102,5084,768,15954,2020,Jul
2020-07,New York,3266,11400,23105,4019,38524,2020,Jul
2020-07,North Carolina,54287,2865,20322,1965,25152,2020,Jul
2020-07,North Dakota,606,2702,2942,170,5814,2020,Jul
2020-07,Ohio,18219,43645,18865,2325,64835,2020,Jul
2020-07,Oklahoma,2873,19294,10955,2027,32276,2020,Jul
2020-07,Oregon,5945,22479,11897,0,34376,2020,Jul
2020-07,Pennsylvania,41217,77854,22276,68,100198,2020,Jul
2020-07,Puerto Rico,0,2283,256,107,2646,2020,Jul
2020-07,Rhode Island,0,2079,1142,139,3360,2020,Jul
2020-07,South Carolina,11394,23255,8726,1231,33212,2020,Jul
2020-07,South Dakota,788,3609,3222,254,7085,2020,Jul
2020-07,Tennessee,13825,42011,20831,2075,64917,2020,Jul
2020-07,Texas,58415,96689,41060,6431,144180,2020,Jul
2020-07,Utah,10244,8314,5447,744,14505,2020,Jul
2020-07,Vermont,0,2373,1739,199,4311,2020,Jul
2020-07,Virgin Islands,208,48,4,0,52,2020,Jul
2020-07,Virginia,732,44801,19538,5588,69927,2020,Jul
2020-07,Washington,15562,33892,14006,4980,52878,2020,Jul
2020-07,West Virginia,4184,9331,6358,479,16168,2020,Jul
2020-07,Wisconsin,17704,26890,12518,1273,40681,2020,Jul
2020-07,Wyoming,818,3237,2950,207,6394,2020,Jul
2020-06,Alabama,64643,47159,20120,2604,69883,2020,Jun
2020-06,Alaska,19,4785,3091,451,8327,2020,Jun
2020-06,Arizona,7390,43291,14267,2769,60327,2020,Jun
2020-06,Arkansas,4203,15520,7820,785,24125,2020,Jun
2020-06,California,31700,76210,40933,8487,125630,2020,Jun
2020-06,Colorado,9000,35381,16998,2250,54629,2020,Jun
2020-06,Connecticut,6641,6943,2196,2178,11317,2020,Jun
2020-06,Delaware,207,5303,2116,204,7623,2020,Jun
2020-06,District of Columbia,647,217,0,0,217,2020,Jun
2020-06,Florida,20676,133285,39111,7341,179737,2020,Jun
2020-06,Georgia,37635,46989,14779,1663,63431,2020,Jun
2020-06,Guam,0,243,100,36,379,2020,Jun
2020-06,Hawaii,1655,0,0,0,0,2020,Jun
2020-06,Idaho,8647,10802,7430,801,19033,2020,Jun
2020-06,Illinois,73508,49101,14913,0,64014,2020,Jun
2020-06,Indiana,1097,40492,16560,2561,59613,2020,Jun
2020-06,Iowa,12845,319,4009,80,4408,2020,Jun
2020-06,Kansas,1632,12829,6276,853,19958,2020,Jun
2020-06,Kentucky,1175,27051,11707,993,39751,2020,Jun
2020-06,Louisiana,1326,28289,11116,1774,41179,2020,Jun
2020-06,Maine,526,6583,4059,468,11110,2020,Jun
2020-06,Mariana Islands,0,10,6,0,16,2020,Jun
2020-06,Maryland,6576,8818,9524,464,18806,2020,Jun
2020-06,Massachusetts,10914,7923,3881,921,12725,2020,Jun
2020-06,Michigan,24814,51216,23784,3149,78149,2020,Jun
2020-06,Minnesota,30531,17758,12316,1435,31509,2020,Jun
2020-06,Mississippi,842,23505,9291,886,33682,2020,Jun
2020-06,Missouri,6086,38153,17472,2786,58411,2020,Jun
2020-06,Montana,2276,6573,5803,389,12765,2020,Jun
2020-06,Nebraska,6205,179,2474,34,2687,2020,Jun
2020-06,Nevada,3565,14420,4220,656,19296,2020,Jun
2020-06,New Hampshire,1943,9911,4211,198,14320,2020,Jun
2020-06,New Jersey,0,6921,6077,457,13455,2020,Jun
2020-06,New Mexico,559,11828,5984,880,18692,2020,Jun
2020-06,New York,1984,11585,31003,4735,47323,2020,Jun
2020-06,North Carolina,55925,3380,25843,2162,31385,2020,Jun
2020-06,North Dakota,461,3426,3373,201,7000,2020,Jun
2020-06,Ohio,15031,54811,21686,2452,78949,2020,Jun
2020-06,Oklahoma,3036,24400,11222,1987,37609,2020,Jun
2020-06,Oregon,5691,27187,13974,0,41161,2020,Jun
2020-06,Pennsylvania,35753,90652,24029,66,114747,2020,Jun
2020-06,Puerto Rico,0,2838,302,153,3293,2020,Jun
2020-06,Rhode Island,0,2453,1702,177,4332,2020,Jun
2020-06,South Carolina,11029,30837,9991,1338,42166,2020,Jun
2020-06,South Dakota,844,4487,3492,276,8255,2020,Jun
2020-06,Tennessee,16200,50593,21516,2293,74402,2020,Jun
2020-06,Texas,41486,121926,45845,6857,174628,2020,Jun
2020-06,Utah,11993,10796,6292,761,17849,2020,Jun
2020-06,Vermont,0,2702,1872,201,4775,2020,Jun
2020-06,Virgin Islands,117,29,3,0,32,2020,Jun
2020-06,Virginia,455,55177,21748,6338,83263,2020,Jun
2020-06,Washington,11153,35924,15646,7431,59001,2020,Jun
2020-06,West Virginia,3713,11554,7043,528,19125,2020,Jun
2020-06,Wisconsin,17284,35081,13619,1560,50260,2020,Jun
2020-06,Wyoming,359,3966,2946,238,7150,2020,Jun
2020-05,Alabama,28064,32394,13899,1468,47761,2020,May
2020-05,Alaska,55,4469,3196,429,8094,2020,May
2020-05,Arizona,4737,28089,11334,2053,41476,2020,May
2020-05,Arkansas,3868,11572,7005,528,19105,2020,May
2020-05,California,23948,50811,28550,6499,85860,2020,May
2020-05,Colorado,3946,27297,15043,1998,44338,2020,May
2020-05,Connecticut,2732,4654,1673,1714,8041,2020,May
2020-05,Delaware,325,2899,1238,165,4302,2020,May
2020-05,District of Columbia,413,109,1,0,110,2020,May
2020-05,Florida,6723,73691,22529,5156,101376,2020,May
2020-05,Georgia,12489,34434,11489,1139,47062,2020,May
2020-05,Guam,0,207,88,30,325,2020,May
2020-05,Hawaii,1493,0,0,0,0,2020,May
2020-05,Idaho,5095,8228,6848,635,15711,2020,May
2020-05,Illinois,25190,26854,9959,0,36813,2020,May
2020-05,Indiana,657,30133,14420,2221,46774,2020,May
2020-05,Iowa,6292,287,2825,77,3189,2020,May
2020-05,Kansas,2129,10020,5595,869,16484,2020,May
2020-05,Kentucky,466,20881,11275,823,32979,2020,May
2020-05,Louisiana,546,20064,8025,1174,29263,2020,May
2020-05,Maine,595,5374,3724,515,9613,2020,May
2020-05,Mariana Islands,0,8,4,1,13,2020,May
2020-05,Maryland,5012,5975,6775,207,12957,2020,May
2020-05,Massachusetts,6596,5743,2665,889,9297,2020,May
2020-05,Michigan,11113,39342,20339,2949,62630,2020,May
2020-05,Minnesota,11641,13770,11706,1152,26628,2020,May
2020-05,Mississippi,80,18313,7363,555,26231,2020,May
2020-05,Missouri,3705,31302,16484,2308,50094,2020,May
2020-05,Montana,1650,5835,5797,362,11994,2020,May
2020-05,Nebraska,3168,120,2026,23,2169,2020,May
2020-05,Nevada,1276,10720,3997,710,15427,2020,May
2020-05,New Hampshire,912,7797,3760,211,11768,2020,May
2020-05,New Jersey,0,5316,3859,414,9589,2020,May
2020-05,New Mexico,443,9638,4888,749,15275,2020,May
2020-05,New York,2452,5312,14212,2581,22105,2020,May
2020-05,North Carolina,34964,2365,18508,1631,22504,2020,May
2020-05,North Dakota,262,2734,2740,183,5657,2020,May
2020-05,Ohio,8302,37486,17996,2268,57750,2020,May
2020-05,Oklahoma,2128,18787,9863,1571,30221,2020,May
2020-05,Oregon,4380,22539,13415,0,35954,2020,May
2020-05,Pennsylvania,14063,56455,16255,85,72795,2020,May
2020-05,Puerto Rico,0,1252,135,55,1442,2020,May
2020-05,Rhode Island,0,1571,926,101,2598,2020,May
2020-05,South Carolina,8621,22675,7524,1154,31353,2020,May
2020-05,South Dakota,353,3342,3037,199,6578,2020,May
2020-05,Tennessee,8533,38522,17799,1869,58190,2020,May
2020-05,Texas,41584,83977,36456,5393,125826,2020,May
2020-05,Utah,10937,7550,5265,559,13374,2020,May
2020-05,Vermont,0,2660,1948,194,4802,2020,May
2020-05,Virgin Islands,25,9,0,0,9,2020,May
2020-05,Virginia,298,36930,16775,4568,58273,2020,May
2020-05,Washington,7121,26162,12578,4963,43703,2020,May
2020-05,West Virginia,1229,10193,7152,532,17877,2020,May
2020-05,Wisconsin,10120,25506,11577,1226,38309,2020,May
2020-05,Wyoming,101,2902,2591,255,5748,2020,May
2020-04,Alabama,21276,28951,12512,1455,42918,2020,Apr
2020-04,Alaska,85,3942,3275,510,7727,2020,Apr
2020-04,Arizona,4500,33391,13143,2369,48903,2020,Apr
2020-04,Arkansas,3085,13814,8463,612,22889,2020,Apr
2020-04,California,24460,59219,31759,6330,97308,2020,Apr
2020-04,Colorado,1763,29865,16199,2133,48197,2020,Apr
2020-04,Connecticut,3796,4921,1802,2294,9017,2020,Apr
2020-04,Delaware,359,3572,1308,185,5065,2020,Apr
2020-04,District of Columbia,444,100,1,0,101,2020,Apr
2020-04,Florida,2258,84431,26731,4897,116059,2020,Apr
2020-04,Georgia,589,33720,11724,1162,46606,2020,Apr
2020-04,Guam,0,132,59,23,214,2020,Apr
2020-04,Hawaii,1815,0,0,0,0,2020,Apr
2020-04,Idaho,3146,9248,7050,696,16994,2020,Apr
2020-04,Illinois,25857,30500,11184,0,41684,2020,Apr
2020-04,Indiana,233,29904,14843,2332,47079,2020,Apr
2020-04,Iowa,8998,296,3284,79,3659,2020,Apr
2020-04,Kansas,255,10417,5632,863,16912,2020,Apr
2020-04,Kentucky,1555,20712,12196,820,33728,2020,Apr
2020-04,Louisiana,986,18563,7462,1117,27142,2020,Apr
2020-04,Maine,607,6054,3835,594,10483,2020,Apr
2020-04,Mariana Islands,0,7,1,1,9,2020,Apr
2020-04,Maryland,6245,5717,8524,101,14342,2020,Apr
2020-04,Massachusetts,5074,1407,674,710,2791,2020,Apr
2020-04,Michigan,9765,23375,13600,2507,39482,2020,Apr
2020-04,Minnesota,12876,13792,10295,1371,25458,2020,Apr
2020-04,Mississippi,200,17677,7256,586,25519,2020,Apr
2020-04,Missouri,774,32009,17962,2470,52441,2020,Apr
2020-04,Montana,962,6010,5399,454,11863,2020,Apr
2020-04,Nebraska,4917,146,2177,47,2370,2020,Apr
2020-04,Nevada,738,12225,3870,619,16714,2020,Apr
2020-04,New Hampshire,1171,8801,4512,259,13572,2020,Apr
2020-04,New Jersey,0,4388,4266,311,8965,2020,Apr
2020-04,New Mexico,367,7439,3798,648,11885,2020,Apr
2020-04,New York,2920,2853,16007,2918,21778,2020,Apr
2020-04,North Carolina,37217,2199,20928,1705,24832,2020,Apr
2020-04,North Dakota,280,3041,2898,204,6143,2020,Apr
2020-04,Ohio,6057,37486,18560,2295,58341,2020,Apr
2020-04,Oklahoma,2076,21398,11308,1617,34323,2020,Apr
2020-04,Oregon,5267,25187,13572,0,38759,2020,Apr
2020-04,Pennsylvania,6473,54041,14778,40,68859,2020,Apr
2020-04,Puerto Rico,0,76,10,7,93,2020,Apr
2020-04,Rhode Island,0,1841,1247,126,3214,2020,Apr
2020-04,South Carolina,6990,21071,7502,866,29439,2020,Apr
2020-04,South Dakota,248,4171,3177,282,7630,2020,Apr
2020-04,Tennessee,18458,38309,19001,1974,59284,2020,Apr
2020-04,Texas,38817,93980,40921,5668,140569,2020,Apr
2020-04,Utah,15827,9834,6501,676,17011,2020,Apr
2020-04,Vermont,0,3081,2142,223,5446,2020,Apr
2020-04,Virgin Islands,47,2,0,0,2,2020,Apr
2020-04,Virginia,108,40444,19116,4949,64509,2020,Apr
2020-04,Washington,6873,29785,12837,4428,47050,2020,Apr
2020-04,West Virginia,655,10120,7913,480,18513,2020,Apr
2020-04,Wisconsin,13623,27220,11806,1406,40432,2020,Apr
2020-04,Wyoming,476,3988,3102,327,7417,2020,Apr
2020-03,Alabama,31205,34897,17850,1583,54330,2020,Mar
2020-03,Alaska,143,4657,3819,487,8963,2020,Mar
2020-03,Arizona,5685,46377,19346,2433,68156,2020,Mar
2020-03,Arkansas,2424,15304,8968,600,24872,2020,Mar
2020-03,California,27792,81543,48616,5041,135200,2020,Mar
2020-03,Colorado,5654,43322,22756,2086,68164,2020,Mar
2020-03,Connecticut,4852,9196,3290,5421,17907,2020,Mar
2020-03,Delaware,227,4936,2323,190,7449,2020,Mar
2020-03,District of Columbia,474,148,5,0,153,2020,Mar
2020-03,Florida,16713,117900,38365,5017,161282,2020,Mar
2020-03,Georgia,16741,44107,16807,1245,62159,2020,Mar
2020-03,Guam,0,170,80,11,261,2020,Mar
2020-03,Hawaii,1842,0,0,0,0,2020,Mar
2020-03,Idaho,8647,11611,8193,716,20520,2020,Mar
2020-03,Illinois,39780,44112,17127,0,61239,2020,Mar
2020-03,Indiana,585,45695,22724,2613,71032,2020,Mar
2020-03,Iowa,9606,378,5778,91,6247,2020,Mar
2020-03,Kansas,898,16715,8964,889,26568,2020,Mar
2020-03,Kentucky,2394,28268,15315,937,44520,2020,Mar
2020-03,Louisiana,1620,25038,10278,1258,36574,2020,Mar
2020-03,Maine,278,7794,5310,510,13614,2020,Mar
2020-03,Mariana Islands,0,4,1,0,5,2020,Mar
2020-03,Maryland,5810,6534,16181,335,23050,2020,Mar
2020-03,Massachusetts,7329,9765,5100,759,15624,2020,Mar
2020-03,Michigan,18153,50368,28985,2724,82077,2020,Mar
2020-03,Minnesota,22114,18708,17222,1562,37492,2020,Mar
2020-03,Mississippi,1965,18567,8714,592,27873,2020,Mar
2020-03,Missouri,3500,41905,22607,2610,67122,2020,Mar
2020-03,Montana,1783,6755,5895,500,13150,2020,Mar
2020-03,Nebraska,6979,217,3623,45,3885,2020,Mar
2020-03,Nevada,1990,13530,4712,483,18725,2020,Mar
2020-03,New Hampshire,1417,14278,6190,348,20816,2020,Mar
2020-03,New Jersey,0,4531,6000,286,10817,2020,Mar
2020-03,New Mexico,602,13558,7181,804,21543,2020,Mar
2020-03,New York,3500,9257,39906,4288,53451,2020,Mar
2020-03,North Carolina,40903,2488,31949,2016,36453,2020,Mar
2020-03,North Dakota,587,4122,3717,246,8085,2020,Mar
2020-03,Ohio,12100,63707,28817,2793,95317,2020,Mar
2020-03,Oklahoma,2821,25804,13873,1725,41402,2020,Mar
2020-03,Oregon,5618,33659,18838,0,52497,2020,Mar
2020-03,Pennsylvania,20598,81319,22031,30,103380,2020,Mar
2020-03,Puerto Rico,0,660,104,34,798,2020,Mar
2020-03,Rhode Island,0,2533,2303,178,5014,2020,Mar
2020-03,South Carolina,10501,25288,10790,1017,37095,2020,Mar
2020-03,South Dakota,491,5536,4230,337,10103,2020,Mar
2020-03,Tennessee,10431,49546,25157,2954,77657,2020,Mar
2020-03,Texas,35688,147714,61827,5897,215438,2020,Mar
2020-03,Utah,15658,13908,8665,628,23201,2020,Mar
2020-03,Vermont,0,3853,2636,238,6727,2020,Mar
2020-03,Virgin Islands,99,21,2,0,23,2020,Mar
2020-03,Virginia,386,51801,24208,6848,82857,2020,Mar
2020-03,Washington,13504,32624,20165,5234,58023,2020,Mar
2020-03,West Virginia,2186,11570,8599,564,20733,2020,Mar
2020-03,Wisconsin,14263,42224,18582,1627,62433,2020,Mar
2020-03,Wyoming,414,4155,3349,299,7803,2020,Mar
2020-02,Alabama,29633,24590,12531,1225,38346,2020,Feb
2020-02,Alaska,139,2560,1839,311,4710,2020,Feb
2020-02,Arizona,6138,16839,8006,1424,26269,2020,Feb
2020-02,Arkansas,2994,8112,5453,363,13928,2020,Feb
2020-02,California,32002,35570,22645,4221,62436,2020,Feb
2020-02,Colorado,6336,19931,11285,1505,32721,2020,Feb
2020-02,Connecticut,5679,5341,1961,3468,10770,2020,Feb
2020-02,Delaware,413,2103,1386,130,3619,2020,Feb
2020-02,District of Columbia,403,97,4,0,101,2020,Feb
2020-02,Florida,21258,59653,20306,3748,83707,2020,Feb
2020-02,Georgia,21221,19173,8207,752,28132,2020,Feb
2020-02,Guam,0,161,67,10,238,2020,Feb
